id,title,text,date
19a3ebeb7c6dceb9_7,"JPMorgan Chase filed a suspicious activity report on Jeffrey Epstein to federal law enforcement in April 2002, earlier than was previously known, according to newly released court documents.","JPMorgan Chase filed a suspicious activity report on Jeffrey Epstein to federal law enforcement in April 2002, earlier than was previously known, according to newly released court documents.",2025-11-01 09:18:57
19a3ebeb7c6dceb9_8,"Amazon CEO Andy Jassy clarified that the layoffs the company announced this week were “not really financially driven” and “not even really AI-driven,” but were about “culture.”","Amazon CEO Andy Jassy clarified that the layoffs the company announced this week were “not really financially driven” and “not even really AI-driven,” but were about “culture.”",2025-11-01 09:18:57
19a3ebeb7c6dceb9_9,"The Los Angeles Dodgers beat the Toronto Blue Jays last night, forcing the World Series to a deciding Game 7 tonight.","The Los Angeles Dodgers beat the Toronto Blue Jays last night, forcing the World Series to a deciding Game 7 tonight.",2025-11-01 09:18:57
19a3ebeb7c6dceb9_10,"Billie Eilish , while accepting a Wall Street Journal Magazine Innovator Award, called on billionaires to donate more of their wealth, saying, “No hate, but give your money away, shorties.”","Billie Eilish , while accepting a Wall Street Journal Magazine Innovator Award, called on billionaires to donate more of their wealth, saying, “No hate, but give your money away, shorties.”",2025-11-01 09:18:57
19a3ebeb7c6dceb9_11,Fall back : Daylight saving time ends this weekend.,Fall back : Daylight saving time ends this weekend.,2025-11-01 09:18:57
19a39e9aaa1fdcbf_2,Android 17 Will Put Full-Screen Apps on Your Always-On Display,Google plans to add a new capability called Min Mode to Android's Always-On Display (AOD) in Android 17. Min Mode will use the same low-power technology as AOD to display full-screen interfaces from apps. Developers must register a 'MinModeActivity' component in their apps for them to work with the feature. Min Mode has the potential to reshape the definition of an 'idle' phone. Google plans to add a new capability called Min Mode to Android's Always-On Display (AOD) in Android 17. Min Mode will use the same low-power technology as AOD to display full-screen interfaces from apps. Developers must register a 'MinModeActivity' component in their apps for them to work with the feature. Min Mode has the potential to reshape the definition of an 'idle' phone.,2025-10-31 10:56:46
19a39e9aaa1fdcbf_3,Tim Cook says more AIs are coming to Apple Intelligence,"Apple plans to embed more third-party AI tools into its operating systems. The company is on track to release an AI-upgraded Siri next year. It is open to pursuing mergers and acquisitions if it thinks it will advance its roadmap. The company recently released fourth quarter earnings results that showed it raked in a record $102.5 billion over the past few months, an 8% increase compared to the same period last year. Apple plans to embed more third-party AI tools into its operating systems. The company is on track to release an AI-upgraded Siri next year. It is open to pursuing mergers and acquisitions if it thinks it will advance its roadmap. The company recently released fourth quarter earnings results that showed it raked in a record $102.5 billion over the past few months, an 8% increase compared to the same period last year.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_4,"SpaceX and Blue Origin both submitted plans to get astronauts back to the moon faster, NASA says","SpaceX has pitched NASA a 'simplified mission' to put astronauts back on the moon following criticisms over delays. The company is behind schedule on building its lunar landing system for NASA's Artemis III mission, which caused NASA to reopen the landing contract for the mission. Blue Origin also submitted a plan. It has been developing a lunar lander for NASA and plans to launch a smaller-scale version of it, known as the Blue Moon Mark 1. SpaceX has pitched NASA a 'simplified mission' to put astronauts back on the moon following criticisms over delays. The company is behind schedule on building its lunar landing system for NASA's Artemis III mission, which caused NASA to reopen the landing contract for the mission. Blue Origin also submitted a plan. It has been developing a lunar lander for NASA and plans to launch a smaller-scale version of it, known as the Blue Moon Mark 1.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_5,World's first underwater habitat in decades to unlock secrets of 95% of oceans,"DEEP, a UK-based subsea engineering firm, has unveiled a prototype of an underwater habitat designed to allow scientists to live and carry out research beneath the sea's surface for days at a time. The Vanguard pilot human habitat is part of an ambitious effort to make long-term underwater living possible. The prototype can support up to four crew members for up to a week. Currently, most expeditions can only allow scientists to stay submerged for a few hours at a time. DEEP, a UK-based subsea engineering firm, has unveiled a prototype of an underwater habitat designed to allow scientists to live and carry out research beneath the sea's surface for days at a time. The Vanguard pilot human habitat is part of an ambitious effort to make long-term underwater living possible. The prototype can support up to four crew members for up to a week. Currently, most expeditions can only allow scientists to stay submerged for a few hours at a time.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_7,ML Kit's Prompt API: Unlock Custom On-Device Gemini Nano Experiences,"AI is making it easier to create personalized app experiences. The ML Kit GenAI Prompt API for Android enables developers to send natural language and multimodal requests to Gemini Nano to support custom, app-specific GenAI use cases. It allows developers to create unique features with complex data transformation. The API uses Gemini Nano on-device to process data locally, enabling offline capability and improved user privacy. AI is making it easier to create personalized app experiences. The ML Kit GenAI Prompt API for Android enables developers to send natural language and multimodal requests to Gemini Nano to support custom, app-specific GenAI use cases. It allows developers to create unique features with complex data transformation. The API uses Gemini Nano on-device to process data locally, enabling offline capability and improved user privacy.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_8,Scale design decisions across teams and products (Website),"Scale design decisions across teams and products (Website) The Design Tokens W3C Community Group (DTCG) is a community of designers, developers, and tooling vendors that aims to standardize how design tokens are defined and exchanged. It stewards the Design Tokens specification so that teams can share visual language reliability across design tools, code bases, and platforms. The first stable version of the DTCG JSON format is now available. The format unlocks interoperability and theming between tools. The Design Tokens W3C Community Group (DTCG) is a community of designers, developers, and tooling vendors that aims to standardize how design tokens are defined and exchanged. It stewards the Design Tokens specification so that teams can share visual language reliability across design tools, code bases, and platforms. The first stable version of the DTCG JSON format is now available. The format unlocks interoperability and theming between tools.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_9,Humans Need Entropy,"As people get older, they tend to repeat the same patterns. The solution to preventing this is to find sources of entropy. When we were kids, everything was entropy because everything was new. As adults, we need to constantly seek out the new to maximize the entropy in our lives. As people get older, they tend to repeat the same patterns. The solution to preventing this is to find sources of entropy. When we were kids, everything was entropy because everything was new. As adults, we need to constantly seek out the new to maximize the entropy in our lives.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_10,Taking Money off the Table,"Employees who get compensated with shares sometimes have the opportunity to sell a portion of them, but it can be difficult to choose whether to sell or to roll the dice and risk it longer. They should take the money while it's available. The amount will likely be a life-changing amount of money, and there's never a guarantee that their startup will succeed, even if it is looking good right now. The money you take today can be invested in more steady growth. Employees who get compensated with shares sometimes have the opportunity to sell a portion of them, but it can be difficult to choose whether to sell or to roll the dice and risk it longer. They should take the money while it's available. The amount will likely be a life-changing amount of money, and there's never a guarantee that their startup will succeed, even if it is looking good right now. The money you take today can be invested in more steady growth.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_12,The real problem with AI coding,"The problem with AI coding is comprehension debt - the more AI-generated code there is in a codebase, the harder it is for human engineers to review and truly understand it. The problem with AI coding is comprehension debt - the more AI-generated code there is in a codebase, the harder it is for human engineers to review and truly understand it.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_13,What Palantir Sees,"An interview with Shyam Sankar, the chief technology officer of Palantir, a company building a more efficient surveillance state. An interview with Shyam Sankar, the chief technology officer of Palantir, a company building a more efficient surveillance state.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_14,‘It's culture': Amazon CEO says massive corporate layoffs were about agility — not AI or cost-cutting,The recent layoffs weren't triggered by financial strain or artificial intelligence replacing workers - Amazon executives believed that the company had gotten too big and layered. The recent layoffs weren't triggered by financial strain or artificial intelligence replacing workers - Amazon executives believed that the company had gotten too big and layered.,2025-10-31 10:56:46
19a39e9aaa1fdcbf_16,The AGI race is an all‑pay auction. That's why “over‑investment” is rational,"The imagined prize with AGI is monopoly-like profits across software, science, society, and the whole fabric of human civilization. The imagined prize with AGI is monopoly-like profits across software, science, society, and the whole fabric of human civilization.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_17,Most of What We Call Progress,"Most progress in software is just motion, not real development. Most progress in software is just motion, not real development.",2025-10-31 10:56:46
19a39e9aaa1fdcbf_18,Beyond IP lists: a registry format for bots and agents,Cloudflare's new registry format for bots and agents ensures customers have control over the traffic they want to allow while fostering an open curation ecosystem that doesn't lock in customers or small origins. Cloudflare's new registry format for bots and agents ensures customers have control over the traffic they want to allow while fostering an open curation ecosystem that doesn't lock in customers or small origins.,2025-10-31 10:56:46
19a39a0dab7be43f_1,"Stock markets October 31, 2025","Markets: Stocks stepped on a rake yesterday as Meta’s tumble dragged the Nasdaq down and the US-China trade negotiations reduced the chances of another interest rate cut. Meanwhile, Chipotle shares turned sour after the burrito chain lowered guidance.",2025-10-31 09:27:04
19a39a0dab7be43f_2,The US obesity rate is declining amid GLP-1 use,"Gallup released a survey this week showing that the obesity rate among US adults has fallen to 37% this year, a significant drop from the record high of nearly 40% just three years ago. The decline comes as a growing number of Americans turn to GLP-1 drugs to lose weight. Gallup found that the use of these drugs specifically to lose weight (they’re also used to treat diabetes) has more than doubled from February 2024, when it was 5.8%, to 12.4% currently: • More women (15.2%) are taking the drugs than men (9.7%), which correlates with a slightly larger decline in obesity rates among women. • Adults in the 50-64 age range who took the survey had the highest usage of GLP-1s for weight loss, at 17%. The study illustrates how quickly these drugs have made their way into the mainstream—and how valuable they are for drugmakers. The battle over semaglutide Eli Lilly reported stellar third-quarter earnings yesterday and raised this year’s revenue estimates from $60 billion–$62 billion to $63 billion–$63.5 billion, crediting the growing adoption of its weight loss drugs Zepound and Mounjaro. The company also announced a direct-to-consumer partnership with Walmart, offering customers single-dose vials of Zepbound for under $500 in its pharmacies. Meanwhile, other pharma companies are desperately trying to claw back market share of obesity drugs, which is expected to reach $150 billion by 2030. Bidding war. — Novo Nordisk, the Danish creator of GLP-1s Wegovy and Ozempic, made an unsolicited offer to buy the weight loss drug developer Metsera for $9 billion. The offer followed shortly after Metsera struck a deal to sell itself to Novo’s rival, Pfizer, that was worth up to $7.3 billion (which Metsera can still get out of). Metsera is developing new GLP-1s, some of which can be taken less often than those currently on the market.— MM",2025-10-31 09:27:04
19a39a0dab7be43f_3,Federal judge “likely” to order the Trump admin to release SNAP funds,"On Thursday, Judge Indira Talwani said during a hearing that a $5.5 billion contingency fund should be used to provide Supplemental Nutrition Assistance Program (SNAP) benefits after states run out of aid money due to the government shutdown—lapses that may begin as soon as tomorrow. “Congress has put money in an emergency fund, and it is hard for me to understand how this is not an emergency,” Talwani said. She also said the USDA should be figuring out how to allocate the $5.5 billion, even though it’s not enough money to fund an entire month of the program. She called the agency’s search for a reason not to disburse the money “lawyering” and said, “I want agency action, not lawyering.” The SNAP program provides food assistance to 42 million Americans.— HVL",2025-10-31 09:27:04
19a39a0dab7be43f_4,Palantir says two former AI engineers stole company secrets,"The company named after the object with which Pippin nearly gave away the secret that Frodo and Sam were carrying the One Ring to Mordor has accused two ex-employees of stealing its secrets. Palantir sued two former senior AI engineers, alleging that they stole information to launch a “copycat” company, Percepta, Bloomberg reported. According to the lawsuit, the employees lied about their plans to start a competitor when they resigned in November 2024 and February 2025, respectively. Palantir also claims one of them stole “highly confidential” documents the day before she resigned by sending them to herself on Slack. Percepta’s parent company declined to comment to Bloomberg.— AE",2025-10-31 09:27:04
19a39a0dab7be43f_5,Taylor Sheridan is staying at Paramount (sorta) to write a Call of Duty movie,"The move heard ’round Hollywood got even spicier yesterday when news broke that writer-producer Taylor Sheridan will in fact still co-write a Call of Duty movie for Paramount, just days after the highly coveted Yellowstone creator reportedly defected to rival NBCUniversal. Earlier this week, The Hollywood Reporter said Sheridan was moving his overall pact from Paramount to NBCU, where his film deal will start next year and his TV deal will kick in in 2028. But apparently not before penning a film adaptation of the US’ top-selling video game franchise. Call of Duty has sold more than 500 million copies and generated tens of billions of dollars in revenue. —AE",2025-10-31 09:27:04
19a39a0dab7be43f_6,Everyone and their mother just reported earnings,"More than 170 companies shared their quarterly vibe checks this week. In case you don’t have time to read all their securities filings, here are some standouts. In the Magnificent Seven: • Apple — and Amazon beat earnings expectations yesterday. Amazon’s cloud business grew faster than expected, while Apple’s iPhone revenue from China slightly underperformed. • Meta — hit a revenue record, but also announced plans to “aggressively” accelerate AI spending next year, scaring bubble-wary investors and obliterating $200+ billion in market value. • Microsoft — and Alphabet also beat expectations and upped their planned AI expenses. Microsoft’s stock shed a few points, but Alphabet’s went up. In retail: • Chipotle — cut its full-year guidance for the third straight quarter due to declining foot traffic. Its stock tanked 18% yesterday. • Hershey — said Halloween sales disappointed , but the company lifted its full-year forecast, citing tempering cocoa prices. • Crocs — lost less money than Wall Street feared. • Carvana — Used-car retailer logged a 44% increase in vehicle sales, possibly thanks to tariffs. • Visa — and MasterCard both beat earnings expectations on continued consumer spending . Grab bag: — Caterpillar’s stock had one of its best days since the 2000s after reporting strong data center demand for its generators. Roblox’s stock slid ~16% yesterday after it said safety and infrastructure expenses will rise. Today…Chevron — and Exxon Mobil chime in from the oil industry. Spooky. —ML",2025-10-31 09:27:04
19a39a0dab7be43f_7,Pentagon gets defensive about new Netflix movie,"The US military is addressing a newly identified threat: Kathryn Bigelow’s latest movie. A recent Pentagon internal memo disputed the accuracy of her Netflix thriller, A House of Dynamite, which revolves around (spoiler alert) a US defense system failing to intercept a nuclear missile headed for Chicago, Bloomberg reported. Without critiquing the mise-en-scène, the Pentagon’s Missile Defense Agency (MDA) had a bone to pick with some of the film’s assumptions: • It challenged the premise that systems in Alaska and California designed to intercept intercontinental ballistic missiles are only 61% accurate. • The memo claims that the film’s terrifying coin-flip odds estimate is dated and that there have been improvements, with recent tests showing 100% accuracy. What does the director say? Bigelow retorted that she consulted with ex-Pentagon officials for the movie. Military wonks, meanwhile, point out that only the last four tests of the system were successful, but there were three failures in the early 2010s. Plus, they say that two of the recent tests involved shorter-range missiles, which are easier targets than the intercontinental ballistic missile depicted in the movie. Everyone can agree… — that anti-missile tech is expensive, with the current Boeing-managed nuclear missile defense system costing, as of 2020, $53 billion plus another $10 billion in planned upgrades. And MDA plans to spend up to $151 billion building President Trump’s proposed “Golden Dome” missile shield. —SK",2025-10-31 09:27:04
19a39a0dab7be43f_8,Prime number: Zero pennies,"The anti-penny crusaders have won, but at what cost? The lowly copper-plated coin is disappearing from use—and it’s causing some headaches for US businesses. A number of merchants across the country have completely run out of pennies after the US government stopped making them earlier this year and failed to issue new guidance, the Associated Press reported: • Sheetz, the convenience store chain that Western Pennsylvanians swear is better than Wawa, ran a promotion offering customers a soda if they brought in 100 pennies. • Kwik Trip is rounding every cash transaction down to the nearest nickel, which will reportedly cost the company $3 million this year. The Treasury Department says the US will save about $56 million by no longer minting Abe Lincoln’s face, per the AP. Businesses are generally on board with the decision but want more clarity on how to proceed. “We have been advocating abolition of the penny for 30 years,” a spokesperson for the National Association of Convenience Stores told the AP. “But this is not the way we wanted it to go.” —AE",2025-10-31 09:27:04
19a39a0dab7be43f_9,Friday news quiz,The feeling of getting a 5/5 on the Brew’s Weekly News Quiz has been compared to when someone compliments your Halloween costume that you threw together in a panic at the last minute. It’s that satisfying. Ace the quiz .,2025-10-31 09:27:04
19a39a0dab7be43f_10,"The US government shutdown has cost contractors that do business with the government $12 billion so far, according to the Chamber of Commerce.","The US government shutdown has cost contractors that do business with the government $12 billion so far, according to the Chamber of Commerce.",2025-10-31 09:27:04
19a39a0dab7be43f_11,Prince Andrew was stripped of his title and evicted from his royal residence by his brother King Charles III yesterday over the former’s relationship with Jeffrey Epstein.,Prince Andrew was stripped of his title and evicted from his royal residence by his brother King Charles III yesterday over the former’s relationship with Jeffrey Epstein.,2025-10-31 09:27:04
19a39a0dab7be43f_12,"Netflix announced a 10-for-1 stock split, which could make its shares more accessible to the average investor.","Netflix announced a 10-for-1 stock split, which could make its shares more accessible to the average investor.",2025-10-31 09:27:04
19a39a0dab7be43f_13,Old Navy is launching a beauty line that includes brightly colored “hair & body mists.”,Old Navy is launching a beauty line that includes brightly colored “hair & body mists.”,2025-10-31 09:27:04
19a39a0dab7be43f_14,"The IOC and Saudi Arabia canceled their 12-year contract to host the Esports Olympics in Riyadh, saying they “mutually agreed” to end it, without elaborating.","The IOC and Saudi Arabia canceled their 12-year contract to host the Esports Olympics in Riyadh, saying they “mutually agreed” to end it, without elaborating.",2025-10-31 09:27:04
19a39a0dab7be43f_15,"AOL , the web portal where millennials slowly waited for images of their favorite pop stars to load in the late 1990s and early 2000s, was sold to the Italian software company Bending Spoons for $1.5 billion.","AOL , the web portal where millennials slowly waited for images of their favorite pop stars to load in the late 1990s and early 2000s, was sold to the Italian software company Bending Spoons for $1.5 billion.",2025-10-31 09:27:04
19a34c31ac7eed03_2,Exclusive-OpenAI lays groundwork for juggernaut IPO at up to $1 trillion valuation,OpenAI is considering filing for an IPO as soon as the second half of 2026. It is laying the groundwork to raise funds that could value the company at up to $1 trillion. An IPO would help finance the company's plans to pour trillions of dollars into AI infrastructure. The company's annual revenue run rate is expected to reach about $20 billion by the end of the year. OpenAI is considering filing for an IPO as soon as the second half of 2026. It is laying the groundwork to raise funds that could value the company at up to $1 trillion. An IPO would help finance the company's plans to pour trillions of dollars into AI infrastructure. The company's annual revenue run rate is expected to reach about $20 billion by the end of the year.,2025-10-30 10:56:32
19a34c31ac7eed03_3,Nvidia Becomes First $5 Trillion Company,"Nvidia has hit $5 trillion in market value. The company's shares have been boosted by a recent flurry of deals and partnerships with some of the biggest companies in AI and corporate America. Nvidia is now bigger than AMD, ARM, ASML, Broadcom, Intel, Lam Research, Micron Technology, Qualcomm, and TSMC combined. Its value also exceeds entire sectors of the S&P 500. Nvidia has hit $5 trillion in market value. The company's shares have been boosted by a recent flurry of deals and partnerships with some of the biggest companies in AI and corporate America. Nvidia is now bigger than AMD, ARM, ASML, Broadcom, Intel, Lam Research, Micron Technology, Qualcomm, and TSMC combined. Its value also exceeds entire sectors of the S&P 500.",2025-10-30 10:56:32
19a34c31ac7eed03_4,Eye prosthesis is the first to restore sight lost to macular degeneration,"PRIMA is an eye prosthesis that can restore functional sight to patients with advanced macular degeneration. It gives wearers the ability to perceive shapes and patterns, with most wearers regaining the ability to read a year after receiving the device. Wearers can adjust contrast and brightness and magnify their vision up to 12 times. The device currently only provides black-and-white vision, but researchers are working to produce a full range of grayscale. PRIMA is an eye prosthesis that can restore functional sight to patients with advanced macular degeneration. It gives wearers the ability to perceive shapes and patterns, with most wearers regaining the ability to read a year after receiving the device. Wearers can adjust contrast and brightness and magnify their vision up to 12 times. The device currently only provides black-and-white vision, but researchers are working to produce a full range of grayscale.",2025-10-30 10:56:32
19a34c31ac7eed03_5,An Alzheimer's pill appears to protect some in a high-risk population,An experimental drug called valiltramiprosate (ALZ-801) slowed cognitive decline by 52% in people with mild cognitive impairment in a study of more than 300 people aged 50 or older who were genetically predisposed to Alzheimer's disease. Participants who received the drug experienced about 18% less atrophy in the hippocampus compared to those who received a placebo. ALZ-801 is a twice-daily pill that can be taken at home. It works by preventing amyloid proteins from clumping and forming plaques. An experimental drug called valiltramiprosate (ALZ-801) slowed cognitive decline by 52% in people with mild cognitive impairment in a study of more than 300 people aged 50 or older who were genetically predisposed to Alzheimer's disease. Participants who received the drug experienced about 18% less atrophy in the hippocampus compared to those who received a placebo. ALZ-801 is a twice-daily pill that can be taken at home. It works by preventing amyloid proteins from clumping and forming plaques.,2025-10-30 10:56:32
19a34c31ac7eed03_7,Writer API,"Chrome's Writer API helps people create content that conforms to a specified writing task. It can be used to write any kind of content, improve content, or generate ideas for more content. People looking to use the API will have to join the Writer API origin trial running in Chrome 137 to 148. Chrome's Writer API helps people create content that conforms to a specified writing task. It can be used to write any kind of content, improve content, or generate ideas for more content. People looking to use the API will have to join the Writer API origin trial running in Chrome 137 to 148.",2025-10-30 10:56:32
19a34c31ac7eed03_8,uv is the best thing to happen to the Python ecosystem in a decade,"uv revolutionizes how easy installing and using Python can be. The tool can install any Python version, install packages, manage virtual environments, and solve dependency conflicts extremely quickly. It is very fast and works on almost any operating system or platform. This post includes a quick guide on how to get started with uv. uv revolutionizes how easy installing and using Python can be. The tool can install any Python version, install packages, manage virtual environments, and solve dependency conflicts extremely quickly. It is very fast and works on almost any operating system or platform. This post includes a quick guide on how to get started with uv.",2025-10-30 10:56:32
19a34c31ac7eed03_9,Amazon opens $11 billion AI data center in rural Indiana as rivals race to break ground,"Project Rainier, a 1,200-acre site near Lake Michigan, is one of the largest operational AI data centers in the world. Amazon is using the site to train frontier artificial intelligence models entirely on its own chips. Amazon and its competitors have pledged more than $1 trillion towards AI data center projects. They are all racing to build supercomputing sites to meet an expected explosion in demand. Project Rainier, a 1,200-acre site near Lake Michigan, is one of the largest operational AI data centers in the world. Amazon is using the site to train frontier artificial intelligence models entirely on its own chips. Amazon and its competitors have pledged more than $1 trillion towards AI data center projects. They are all racing to build supercomputing sites to meet an expected explosion in demand.",2025-10-30 10:56:32
19a34c31ac7eed03_10,Tens of Thousands of White-Collar Jobs Are Disappearing as AI Starts to Bite,"Tens of thousands of newly laid-off white-collar workers in the US are entering a stagnant job market with seemingly no place for them. Investors are pressuring companies to streamline operations. Nearly two million people in the US have been without a job for 27 weeks or more. Meanwhile, opportunities for front-line, blue-collar, and specialized workers are growing. Tens of thousands of newly laid-off white-collar workers in the US are entering a stagnant job market with seemingly no place for them. Investors are pressuring companies to streamline operations. Nearly two million people in the US have been without a job for 27 weeks or more. Meanwhile, opportunities for front-line, blue-collar, and specialized workers are growing.",2025-10-30 10:56:32
19a34c31ac7eed03_12,"New physical attacks are quickly diluting secure enclave defenses from Nvidia, AMD, and Intel","Three new physical attacks that target Trusted Execution Environments (TEEs) have surfaced, raising questions about the true security offered by these TEEs and the exaggerated promises and misconceptions coming from the big and small players using them. Three new physical attacks that target Trusted Execution Environments (TEEs) have surfaced, raising questions about the true security offered by these TEEs and the exaggerated promises and misconceptions coming from the big and small players using them.",2025-10-30 10:56:32
19a34c31ac7eed03_13,More Than DNS: The 14 hour AWS us-east-1 outage,"The post presents a postmortem of the recent AWS us-east-1 outage, which lasted 14 hours and affected 140 AWS services. The post presents a postmortem of the recent AWS us-east-1 outage, which lasted 14 hours and affected 140 AWS services.",2025-10-30 10:56:32
19a34c31ac7eed03_14,The Old Rules are Dead,"OpenAI is sharing any prompt that requires a Google Search with Google, whoever is doing its scraping, and also with whoever's site shows up in the search results. OpenAI is sharing any prompt that requires a Google Search with Google, whoever is doing its scraping, and also with whoever's site shows up in the search results.",2025-10-30 10:56:32
19a34c31ac7eed03_16,YouTube to Offer Voluntary Buyouts to Employees Amid AI Disruption,"While no roles are currently being eliminated, voluntary separation programs can sometimes serve as a prelude to cuts later on. While no roles are currently being eliminated, voluntary separation programs can sometimes serve as a prelude to cuts later on.",2025-10-30 10:56:32
19a34c31ac7eed03_17,Internet Pioneer AOL to Be Acquired by Italian Tech Company Bending Spoons,Bending Spoons' approach for AOL and its other investments is to revamp and retain businesses. Bending Spoons' approach for AOL and its other investments is to revamp and retain businesses.,2025-10-30 10:56:32
19a34c31ac7eed03_18,Uber plans to offer autonomous taxi rides in San Francisco starting next year,Uber is developing a robotaxi with electric car company Lucid and driving technology company Nuro Inc. Uber is developing a robotaxi with electric car company Lucid and driving technology company Nuro Inc.,2025-10-30 10:56:32
19a34957462e3b7b_1,"Stock markets October 30, 2025","Markets: The Fed giveth and the Fed taketh away. Stocks ended the day mixed yesterday, riding high in the morning in anticipation of an interest rate cut, but falling after Jerome Powell made it clear that another rate cut in December isn’t certain (more on that below).",2025-10-30 09:55:19
19a34957462e3b7b_2,Fed cuts rates again but casts doubt on future slash,"Between a softening labor market and recent better-than-expected inflation data, economists considered yesterday’s interest rate cut to be as sure a bet as Giannis Antetokounmpo putting up 20+ points per game. They were right: The Federal Reserve slashed rates by a quarter point to a range of 3.75% to 4.00%—their lowest level in three years. The real gamble is whatever the rate-setters do next. — When the Fed issued this year’s first cut in September , two more seemed likely. But analysts are less confident in lucky No. 3 after Fed Chair Jerome Powell said yesterday that a December rate cut is “not a foregone conclusion, far from it.” “If there is a high level of uncertainty, then that could be an argument in favor of caution about moving,” Powell said, referencing the lack of economic data due to the government shutdown: • With employees at the Bureau of Labor Statistics furloughed, monthly job reports are delayed indefinitely, depriving the Fed of one of its key barometers. • Yesterday’s decision relied on last week’s promising inflation data and some state-level metrics like unemployment claims, marking the first time a government shutdown forced the rate-setting committee to amend monetary policy without complete employment numbers. • Come December, the Fed might be working with even less information if the shutdown persists—consumer price data isn’t being collected right now, so the next inflation report might not get published, the White House recently warned. Another complication is that the girls are fighting. — For the first time since 2019, yesterday’s decision faced dissent on both sides: One Fed official wanted to hold rates steady, and another— recent appointee Stephen Miran—wanted a bigger cut. Committee members have “strongly differing views about how to proceed in December,” Powell said, as the Fed looks to strengthen the job market without spiking inflation from its current 3% rate. Separately… — the Fed also said it would stop shrinking its $6.6 trillion balance sheet, which it started trimming three years ago to prevent the economy from overheating. —ML",2025-10-30 09:55:19
19a34957462e3b7b_3,"Trump lowers tariffs on China, which agreed to pull back some rare earth restrictions","The developments came as the president concluded his trip to Asia with a meeting with Chinese President Xi Jinping at a military base in Busan, South Korea. President Trump told reporters on board Air Force One that he halved the 20% tariffs levied on China due to its role in fentanyl production, bringing the overall tariff rate on Chinese goods to 47% from 57%. Following the meeting, China’s commerce ministry said it would enact a one-year suspension of some rare earth export controls, but did not mention dropping its requirement for export licenses for seven kinds of rare earth minerals and the magnets made from them, which have been snarling manufacturing in the US and Europe. A comprehensive trade deal between the US and China was not announced. Earlier in the day, Trump said a trade deal between the US and South Korea was “ pretty much finalized .”— HVL",2025-10-30 09:55:19
19a34957462e3b7b_4,Big Tech had a big earnings day,"Meta, Microsoft, and Google’s parent company Alphabet all reported earnings yesterday, with investors watching to see whether their massive AI expenditures are paying off. Meta’s stock slumped in after-hours trading, despite it reporting record revenue for Q3, as it revealed expectations that AI infrastructure spending would grow significantly next year, plus a significant one-time tax hit. Microsoft unveiled plans to spend big to double its data center capacity, and it also fell in extended trading. But Alphabet’s stock rose, even though it too upped its anticipated capital expenditures. The company raked in more than $100 billion in quarterly revenue for the first time, and its cloud unit’s revenue grew 34% year over year. Amazon and Apple will announce their earnings today.— AR",2025-10-30 09:55:19
19a34957462e3b7b_5,Microsoft suffered a cloud outage,"As if reporting earnings didn’t make for a stressful enough day at Microsoft HQ yesterday, starting at about noon ET, Microsoft’s Azure cloud computing service experienced an hourslong outage that impacted workplace productivity software Microsoft 365 and workplace distractions Xbox and Minecraft . The company said the outage—which caused disruptions to businesses globally, including Alaska Airlines and Vodafone—was likely triggered by an “inadvertent configuration change.” Azure is the second-place player with about 23% of the cloud infrastructure market. It trails Amazon Web Services (32%), which had its own major outage last week.— AR",2025-10-30 09:55:19
19a34957462e3b7b_6,Nvidia’s market cap matches Germany’s GDP,"Nvidia—the MVP of the AI frenzy—became the first company in history to reach a $5 trillion valuation yesterday. Shares of the AI chip purveyor surged by 9% this week amid an AI conference it’s hosting in DC. While its execs rubbed elbows with Beltway bigwigs, Nvidia said it has $500 billion in chip orders and announced new collabs: • The company inked a $1 billion deal with Nokia to supply the maker of your third-grade flip phone with chips to develop 5G and 6G capabilities. • Nvidia said it’ll help the US Energy Department build seven new supercomputers. It all hinges on AI not being a bubble Nvidia’s fortunes are tied to those of the AI industry, which has been bingeing on the company’s semiconductors. If AI startups like OpenAI don’t live up to their valuations, analysts worry Nvidia could face the double whammy of fewer chip orders and the value of its stakes in these companies collapsing. There’s risk with all that growth: — Investors are profiting from Nvidia’s soaring stocks, but if Nvidia tanks, it could take the market with it. Its soaring valuation contributed to nearly a fifth of the S&P 500’s returns this year. —SK",2025-10-30 09:55:19
